,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__data_contamination,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
35,0.06761631965637208,0.0022171003278658656,0.040890741348266604,0.0020918963051341603,0.35,{'clf__data_contamination': 0.35},0.5271447786423211,0.5323240709207117,0.45849478490198853,0.5413555499349909,0.4988941109823518,0.5116426590764728,0.030126780106244404,36,0.5351347582911853,0.5342045401282902,0.535076567795959,0.5187605196352848,0.5363958496913079,0.5319144471084055,0.006613965746425958
36,0.06362943649291992,0.0011632846386248241,0.04069228172302246,0.0013231248681651769,0.36,{'clf__data_contamination': 0.36},0.5286677623894426,0.5206022864989996,0.4557106597951375,0.5385088007711143,0.49103627779925496,0.5069051574507897,0.03010883764148648,37,0.5325284851123757,0.5295676980394857,0.5321345911432692,0.5152622895909753,0.5341568014975331,0.5287299730767278,0.00689276238033026
37,0.06821732521057129,0.006262609776280494,0.04128985404968262,0.0007974268480599046,0.37,{'clf__data_contamination': 0.37},0.5288478523592521,0.5172719386566329,0.44248016177674315,0.5311775816202722,0.4810654941238486,0.5001686057073498,0.03396900118922937,38,0.5245568832490132,0.5281902085121788,0.5344535549122276,0.5136816769351857,0.5327255470375138,0.5267215741292238,0.007385294982611958
38,0.06662087440490723,0.003239871400968585,0.04488096237182617,0.00454677037157224,0.38,{'clf__data_contamination': 0.38},0.5265971849614547,0.5124488050449331,0.4377595246984223,0.5211100666796868,0.4810491402927366,0.4957929443354467,0.03302281990602512,39,0.5217471505967236,0.5235205015191587,0.5258794246283325,0.508243720058564,0.5300499617069564,0.521888151701947,0.007367501126421984
39,0.06662321090698242,0.0026288601867237105,0.04248480796813965,0.0014908712106626375,0.39,{'clf__data_contamination': 0.39},0.5265971849614547,0.5104995498692613,0.4384786085815744,0.5154122577902314,0.47212668794381374,0.49262285782926707,0.03269519989089568,40,0.5190251331447769,0.517902755543012,0.521417072623719,0.5083423872368301,0.5287712045437678,0.5190917106184212,0.006573673417502013
40,0.07120957374572753,0.00651210017862228,0.05325794219970703,0.006103107300898433,0.4,{'clf__data_contamination': 0.4},0.5177078157431767,0.5108972170999564,0.4296027543865072,0.5146976241791836,0.4733548420378857,0.4892520506893419,0.03387176049838709,41,0.5122659414109437,0.5113214668076801,0.5166274697549308,0.5048584873555194,0.5217353101491703,0.5133617350956489,0.005629395396632554
41,0.07081170082092285,0.009160812442568375,0.04248576164245606,0.001620131862681359,0.41,{'clf__data_contamination': 0.41},0.5106585301375395,0.5143333392960513,0.41960374515851706,0.517224102086171,0.4749533084758455,0.48735460503082495,0.037167413286248556,42,0.5102237479199998,0.5071262246105986,0.5156093814610273,0.503626064890381,0.5179384825708271,0.5109047802905667,0.005278773075890251
42,0.06482672691345215,0.0020928511018375945,0.040691566467285153,0.0007471049443576873,0.42,{'clf__data_contamination': 0.42},0.5138320559684522,0.5130793369183377,0.4178701498006623,0.5157606896727278,0.4722662540781209,0.4865616972876602,0.03800612377809769,43,0.5104744016628289,0.503557737661001,0.513116184589867,0.5019249502091914,0.5107078072715762,0.5079562162788929,0.0043877230574576225
43,0.06721987724304199,0.004487327799400925,0.044679784774780275,0.003302303450998522,0.43,{'clf__data_contamination': 0.43},0.5130595770946073,0.5050229835086353,0.41901479897006483,0.5122189394954109,0.47293271799673003,0.4844498034130897,0.03585326448471962,44,0.5037828166112037,0.5036736899943499,0.5019760640287539,0.4998652481376212,0.5069589657255786,0.5032513568995015,0.0023366335754171712
44,0.06821660995483399,0.005520629563207707,0.04328465461730957,0.0029992444292909867,0.44,{'clf__data_contamination': 0.44},0.5106979061973032,0.4916383986511673,0.4173330110680806,0.5057535411787277,0.47293271799673003,0.4796711150184018,0.033816019284823556,45,0.4996273860734063,0.4981948306798845,0.49913890101816916,0.4980429206332738,0.5059460752462837,0.5001900227302035,0.002937495401230461
45,0.06782016754150391,0.005165784454948735,0.0454775333404541,0.0052633141788563575,0.45,{'clf__data_contamination': 0.45},0.5026649819053336,0.49269847417215107,0.4132792536129676,0.5023325921453062,0.46902805784206986,0.47600067193556567,0.03366234011866461,46,0.49599426423362647,0.4910851623444986,0.49570349673790287,0.49257058712281304,0.5032388354582913,0.4957184691794264,0.004195447287790693
46,0.07101082801818848,0.008353801994944853,0.04188723564147949,0.0012623313736582736,0.46,{'clf__data_contamination': 0.46},0.49696567261147495,0.4754773901113075,0.4120581480701492,0.492119564249227,0.4710386477025377,0.46953188454893935,0.030343585016044217,47,0.491657749769399,0.4876969167988888,0.4878168811388416,0.487557051439696,0.5021628613381953,0.4913782920970042,0.0056075499564117275
47,0.06821713447570801,0.0019545444112231245,0.04029226303100586,0.0010165603798269346,0.47,{'clf__data_contamination': 0.47},0.4937843733243567,0.47592809930795976,0.3960552473175245,0.48208805263721544,0.46574220963500174,0.4627195964444117,0.0345482087547274,48,0.49069509211595125,0.4871539600750993,0.48762570118796333,0.48069147313536015,0.4992551511329319,0.4890842755294612,0.0060387768547287704
48,0.06382842063903808,0.0026003422677676,0.041090869903564455,0.0011626794614415562,0.48,{'clf__data_contamination': 0.48},0.4851921622781967,0.4787756394295676,0.39616853104553307,0.4802095151225586,0.4670616555806787,0.46148150069130695,0.03319320220967705,49,0.4842974673180279,0.48627741291423965,0.4814476375733013,0.47860498021661824,0.4971848417149632,0.4855624679474301,0.006364423138391196
49,0.06280975341796875,0.0012304760037249293,0.03659071922302246,0.0061370570017457785,0.49,{'clf__data_contamination': 0.49},0.48693459656233207,0.45560364095782574,0.4002078383290142,0.47628310059245316,0.46114585369881195,0.45603500602808744,0.03002582062728383,50,0.4796137152580525,0.483139169249434,0.48321017301669533,0.4756353192305448,0.48816601505834106,0.48195287836261347,0.00417071650755734
